Streaming output truncated to the last 5000 lines.
step 500: train loss 2.4262, val loss 2.4279
saving checkpoint to out/block_size128_n_layer6_n_head8_n_embd128_batch_size8_max_iters2000_dropout0.2
iter 500: loss 2.4267, time 414.19ms, mfu 0.14%
iter 365: loss 2.4422, time 17.00ms, mfu 0.32%
iter 370: loss 2.3754, time 16.09ms, mfu 0.32%
iter 375: loss 2.3775, time 16.40ms, mfu 0.33%
iter 380: loss 2.3459, time 16.61ms, mfu 0.33%
iter 385: loss 2.3695, time 17.32ms, mfu 0.32%
iter 390: loss 2.3146, time 18.95ms, mfu 0.32%
iter 395: loss 2.3837, time 16.47ms, mfu 0.32%
iter 400: loss 2.3785, time 15.89ms, mfu 0.32%
iter 405: loss 2.3718, time 16.88ms, mfu 0.32%
iter 410: loss 2.3969, time 16.23ms, mfu 0.33%
iter 415: loss 2.3560, time 16.64ms, mfu 0.33%
iter 420: loss 2.3567, time 16.35ms, mfu 0.33%
iter 425: loss 2.3379, time 16.33ms, mfu 0.33%
iter 430: loss 2.3366, time 16.85ms, mfu 0.33%
iter 435: loss 2.3525, time 16.27ms, mfu 0.33%
iter 440: loss 2.3198, time 16.12ms, mfu 0.33%
iter 445: loss 2.3148, time 16.45ms, mfu 0.33%
iter 450: loss 2.3368, time 16.98ms, mfu 0.33%
iter 455: loss 2.3029, time 16.32ms, mfu 0.33%
iter 460: loss 2.3267, time 16.10ms, mfu 0.33%
iter 465: loss 2.3447, time 16.26ms, mfu 0.33%
iter 470: loss 2.3810, time 16.26ms, mfu 0.33%
iter 475: loss 2.2987, time 18.40ms, mfu 0.33%
iter 480: loss 2.2667, time 16.55ms, mfu 0.33%
iter 485: loss 2.3104, time 19.17ms, mfu 0.32%
iter 490: loss 2.2715, time 16.71ms, mfu 0.32%
iter 495: loss 2.3007, time 22.34ms, mfu 0.32%
step 500: train loss 2.2480, val loss 2.2631
saving checkpoint to out/block_size128_n_layer6_n_head8_n_embd128_batch_size16_max_iters2000_dropout0.1
iter 500: loss 2.2778, time 353.88ms, mfu 0.29%
iter 505: loss 2.2859, time 17.10ms, mfu 0.29%
iter 510: loss 2.2772, time 17.55ms, mfu 0.29%
iter 515: loss 2.3000, time 16.34ms, mfu 0.30%
iter 520: loss 2.2928, time 15.94ms, mfu 0.30%
iter 525: loss 2.3183, time 15.85ms, mfu 0.30%
iter 530: loss 2.2752, time 17.21ms, mfu 0.31%
iter 535: loss 2.2706, time 16.17ms, mfu 0.31%
iter 540: loss 2.2530, time 15.98ms, mfu 0.31%
iter 545: loss 2.2697, time 16.98ms, mfu 0.31%
iter 550: loss 2.2192, time 16.72ms, mfu 0.31%
iter 555: loss 2.2513, time 16.77ms, mfu 0.32%
iter 560: loss 2.2356, time 15.96ms, mfu 0.32%
iter 565: loss 2.2643, time 16.27ms, mfu 0.32%
iter 570: loss 2.2182, time 16.16ms, mfu 0.32%
iter 575: loss 2.2357, time 15.19ms, mfu 0.33%
iter 580: loss 2.2251, time 15.79ms, mfu 0.33%
iter 585: loss 2.2294, time 26.20ms, mfu 0.32%
iter 590: loss 2.2198, time 15.73ms, mfu 0.32%
iter 595: loss 2.2263, time 16.14ms, mfu 0.32%
iter 600: loss 2.2702, time 16.06ms, mfu 0.32%
iter 605: loss 2.2357, time 16.03ms, mfu 0.32%
iter 610: loss 2.2518, time 16.20ms, mfu 0.33%
iter 615: loss 2.2347, time 18.42ms, mfu 0.32%
iter 620: loss 2.2632, time 17.90ms, mfu 0.32%
iter 625: loss 2.2240, time 16.51ms, mfu 0.32%
iter 630: loss 2.2473, time 15.80ms, mfu 0.32%
iter 635: loss 2.2643, time 15.98ms, mfu 0.33%
iter 640: loss 2.1985, time 16.14ms, mfu 0.33%
iter 645: loss 2.2154, time 16.14ms, mfu 0.33%
iter 650: loss 2.2361, time 16.53ms, mfu 0.33%
iter 655: loss 2.2095, time 16.40ms, mfu 0.33%
iter 660: loss 2.1941, time 16.48ms, mfu 0.33%
iter 665: loss 2.2356, time 16.84ms, mfu 0.33%
iter 670: loss 2.2634, time 26.85ms, mfu 0.32%
iter 675: loss 2.2543, time 21.37ms, mfu 0.31%
iter 680: loss 2.2114, time 26.80ms, mfu 0.30%
iter 685: loss 2.2029, time 26.57ms, mfu 0.29%
iter 690: loss 2.1963, time 21.73ms, mfu 0.29%
iter 695: loss 2.1823, time 24.43ms, mfu 0.28%
iter 700: loss 2.1999, time 24.78ms, mfu 0.27%
iter 705: loss 2.2470, time 22.04ms, mfu 0.27%
iter 710: loss 2.1145, time 21.32ms, mfu 0.27%
iter 715: loss 2.1572, time 20.52ms, mfu 0.27%
iter 720: loss 2.2035, time 20.34ms, mfu 0.27%
iter 725: loss 2.2181, time 21.39ms, mfu 0.27%
iter 730: loss 2.1462, time 26.08ms, mfu 0.26%
iter 735: loss 2.2266, time 21.87ms, mfu 0.26%
iter 740: loss 2.1736, time 21.16ms, mfu 0.26%
iter 745: loss 2.2386, time 21.68ms, mfu 0.26%
step 750: train loss 2.1004, val loss 2.1347
saving checkpoint to out/block_size128_n_layer6_n_head8_n_embd128_batch_size16_max_iters2000_dropout0.1
iter 750: loss 2.2473, time 464.54ms, mfu 0.23%
iter 755: loss 2.1526, time 32.59ms, mfu 0.23%
iter 760: loss 2.0870, time 26.13ms, mfu 0.23%
iter 765: loss 2.1997, time 25.76ms, mfu 0.22%
iter 770: loss 2.1072, time 25.52ms, mfu 0.22%
iter 775: loss 2.1590, time 25.82ms, mfu 0.22%
iter 780: loss 2.1769, time 25.52ms, mfu 0.22%
iter 785: loss 2.1445, time 16.01ms, mfu 0.23%
iter 790: loss 2.1694, time 15.98ms, mfu 0.24%
iter 795: loss 2.1089, time 26.55ms, mfu 0.24%
iter 800: loss 2.1899, time 16.00ms, mfu 0.25%
iter 805: loss 2.1171, time 16.21ms, mfu 0.26%
iter 810: loss 2.1007, time 16.04ms, mfu 0.27%
iter 815: loss 2.1760, time 16.46ms, mfu 0.27%
iter 820: loss 2.0815, time 15.99ms, mfu 0.28%
iter 825: loss 2.1402, time 16.38ms, mfu 0.29%
iter 830: loss 2.2091, time 16.22ms, mfu 0.29%
iter 835: loss 2.1041, time 15.97ms, mfu 0.30%
iter 840: loss 2.1332, time 16.81ms, mfu 0.30%
iter 845: loss 2.0899, time 18.79ms, mfu 0.30%
iter 850: loss 2.1565, time 16.28ms, mfu 0.30%
iter 855: loss 2.1104, time 16.41ms, mfu 0.30%
iter 860: loss 2.1698, time 16.08ms, mfu 0.31%
iter 865: loss 2.1556, time 16.05ms, mfu 0.31%
iter 870: loss 2.1367, time 17.28ms, mfu 0.31%
iter 875: loss 2.1585, time 16.37ms, mfu 0.31%
iter 880: loss 2.1471, time 16.60ms, mfu 0.32%
iter 885: loss 2.1950, time 16.74ms, mfu 0.32%
iter 890: loss 2.1058, time 16.07ms, mfu 0.32%
iter 895: loss 2.0938, time 16.16ms, mfu 0.32%
iter 900: loss 2.1555, time 16.47ms, mfu 0.32%
iter 905: loss 2.1832, time 17.13ms, mfu 0.32%
iter 910: loss 2.1803, time 16.20ms, mfu 0.32%
iter 915: loss 2.0621, time 17.13ms, mfu 0.32%
iter 920: loss 2.0434, time 21.00ms, mfu 0.32%
iter 925: loss 2.1344, time 16.43ms, mfu 0.32%
iter 930: loss 2.1670, time 15.88ms, mfu 0.32%
iter 935: loss 2.1671, time 16.33ms, mfu 0.32%
iter 940: loss 2.0887, time 16.24ms, mfu 0.32%
iter 945: loss 2.0937, time 16.17ms, mfu 0.32%
iter 950: loss 2.1230, time 16.54ms, mfu 0.33%
iter 955: loss 2.1128, time 17.38ms, mfu 0.32%
iter 960: loss 2.1212, time 16.46ms, mfu 0.32%
iter 965: loss 2.0607, time 16.96ms, mfu 0.32%
iter 970: loss 2.0682, time 20.36ms, mfu 0.32%
iter 975: loss 2.1255, time 18.65ms, mfu 0.32%
iter 980: loss 2.0747, time 16.50ms, mfu 0.32%
iter 985: loss 2.1670, time 15.84ms, mfu 0.32%
iter 990: loss 2.0736, time 16.20ms, mfu 0.32%
iter 995: loss 2.0986, time 15.70ms, mfu 0.32%
step 1000: train loss 2.0390, val loss 2.0851
saving checkpoint to out/block_size128_n_layer6_n_head8_n_embd128_batch_size16_max_iters2000_dropout0.1
iter 1000: loss 2.0776, time 361.31ms, mfu 0.29%
iter 1005: loss 2.0929, time 16.87ms, mfu 0.30%
iter 1010: loss 2.1062, time 16.93ms, mfu 0.30%
iter 1015: loss 2.2101, time 16.30ms, mfu 0.30%
iter 1020: loss 2.1504, time 16.78ms, mfu 0.31%
iter 1025: loss 2.0769, time 16.47ms, mfu 0.31%
iter 1030: loss 2.0971, time 16.22ms, mfu 0.31%
iter 1035: loss 2.1405, time 17.48ms, mfu 0.31%
iter 1040: loss 2.1107, time 15.91ms, mfu 0.31%
iter 1045: loss 2.1070, time 16.54ms, mfu 0.32%
iter 1050: loss 2.0363, time 17.57ms, mfu 0.32%
iter 1055: loss 2.0835, time 16.20ms, mfu 0.32%
iter 1060: loss 2.0710, time 19.77ms, mfu 0.31%
iter 1065: loss 2.1247, time 16.17ms, mfu 0.32%
iter 1070: loss 2.1355, time 16.45ms, mfu 0.32%
iter 1075: loss 2.0855, time 16.63ms, mfu 0.32%
iter 1080: loss 2.1030, time 16.13ms, mfu 0.32%
iter 1085: loss 2.0925, time 24.57ms, mfu 0.31%
iter 1090: loss 2.0830, time 16.16ms, mfu 0.31%
iter 1095: loss 2.1092, time 16.69ms, mfu 0.31%
iter 1100: loss 2.0982, time 18.13ms, mfu 0.31%
iter 1105: loss 2.0735, time 16.20ms, mfu 0.32%
iter 1110: loss 2.1104, time 17.51ms, mfu 0.32%
iter 1115: loss 2.1288, time 16.38ms, mfu 0.32%
iter 1120: loss 2.1268, time 21.33ms, mfu 0.31%
iter 1125: loss 2.1055, time 18.17ms, mfu 0.31%
iter 1130: loss 2.1533, time 17.48ms, mfu 0.31%
iter 1135: loss 2.0821, time 23.52ms, mfu 0.30%
iter 1140: loss 2.0487, time 16.57ms, mfu 0.31%
iter 1145: loss 2.1233, time 17.78ms, mfu 0.31%
iter 1150: loss 2.0615, time 19.45ms, mfu 0.30%
iter 1155: loss 2.0671, time 16.38ms, mfu 0.31%
iter 1160: loss 2.1432, time 17.82ms, mfu 0.31%
iter 1165: loss 2.0834, time 16.28ms, mfu 0.31%
iter 1170: loss 2.1218, time 20.57ms, mfu 0.30%
iter 1175: loss 2.1213, time 19.24ms, mfu 0.30%
iter 1180: loss 2.1729, time 16.38ms, mfu 0.31%
iter 1185: loss 2.0868, time 20.75ms, mfu 0.30%
iter 1190: loss 2.0844, time 16.54ms, mfu 0.30%
iter 1195: loss 2.0805, time 19.95ms, mfu 0.30%
iter 1200: loss 2.1029, time 19.44ms, mfu 0.30%
iter 1205: loss 2.0680, time 16.21ms, mfu 0.30%
iter 1210: loss 2.0863, time 18.40ms, mfu 0.30%
iter 1215: loss 2.0899, time 16.73ms, mfu 0.30%
iter 1220: loss 2.0690, time 21.04ms, mfu 0.30%
iter 1225: loss 2.0479, time 17.48ms, mfu 0.30%
iter 1230: loss 2.1227, time 15.88ms, mfu 0.31%
iter 1235: loss 2.1080, time 19.94ms, mfu 0.30%
iter 1240: loss 2.0938, time 22.67ms, mfu 0.30%
iter 1245: loss 2.0515, time 19.31ms, mfu 0.29%
step 1250: train loss 2.0197, val loss 2.0617
saving checkpoint to out/block_size128_n_layer6_n_head8_n_embd128_batch_size16_max_iters2000_dropout0.1
iter 1250: loss 2.0245, time 402.96ms, mfu 0.27%
iter 1255: loss 2.0710, time 24.81ms, mfu 0.26%
iter 1260: loss 2.0988, time 21.53ms, mfu 0.26%
iter 1265: loss 2.0596, time 24.97ms, mfu 0.26%
iter 1270: loss 2.1278, time 28.66ms, mfu 0.25%
iter 1275: loss 2.1458, time 21.67ms, mfu 0.25%
iter 1280: loss 2.0106, time 26.40ms, mfu 0.25%
iter 1285: loss 2.0302, time 23.10ms, mfu 0.25%
iter 1290: loss 2.1207, time 20.31ms, mfu 0.25%
iter 1295: loss 2.0836, time 20.09ms, mfu 0.25%
iter 1300: loss 2.0856, time 20.49ms, mfu 0.25%
iter 1305: loss 2.0391, time 20.63ms, mfu 0.25%
iter 1310: loss 2.0315, time 23.50ms, mfu 0.25%
iter 1315: loss 2.0587, time 29.90ms, mfu 0.24%
iter 1320: loss 2.0549, time 22.49ms, mfu 0.24%
iter 1325: loss 2.0825, time 21.16ms, mfu 0.25%
iter 1330: loss 2.1312, time 24.79ms, mfu 0.24%
iter 1335: loss 2.0479, time 24.65ms, mfu 0.24%
iter 1340: loss 2.0670, time 24.02ms, mfu 0.24%
iter 1345: loss 2.0228, time 22.08ms, mfu 0.24%
iter 1350: loss 2.0406, time 24.76ms, mfu 0.24%
iter 1355: loss 2.0772, time 29.48ms, mfu 0.23%
iter 1360: loss 2.1138, time 31.04ms, mfu 0.23%
iter 1365: loss 2.1203, time 26.93ms, mfu 0.22%
iter 1370: loss 2.1396, time 26.55ms, mfu 0.22%
iter 1375: loss 2.0261, time 28.79ms, mfu 0.22%
iter 1380: loss 1.9625, time 28.91ms, mfu 0.22%
iter 1385: loss 2.0894, time 19.56ms, mfu 0.22%
iter 1390: loss 2.0050, time 16.19ms, mfu 0.23%
iter 1395: loss 2.0233, time 24.10ms, mfu 0.23%
iter 1400: loss 2.0579, time 15.95ms, mfu 0.24%
iter 1405: loss 2.0765, time 17.55ms, mfu 0.25%
iter 1410: loss 2.0737, time 16.41ms, mfu 0.26%
iter 1415: loss 2.0400, time 17.16ms, mfu 0.27%
iter 1420: loss 2.0720, time 16.22ms, mfu 0.27%
iter 1425: loss 2.0169, time 19.85ms, mfu 0.27%
iter 1430: loss 2.0847, time 16.29ms, mfu 0.28%
iter 1435: loss 2.0445, time 16.83ms, mfu 0.28%
iter 1440: loss 2.0479, time 19.50ms, mfu 0.28%
iter 1445: loss 2.0523, time 16.13ms, mfu 0.29%
iter 1450: loss 2.0226, time 20.82ms, mfu 0.29%
iter 1455: loss 2.0138, time 17.58ms, mfu 0.29%
iter 1460: loss 2.0906, time 21.92ms, mfu 0.28%
iter 1465: loss 2.0366, time 16.34ms, mfu 0.29%
iter 1470: loss 2.1105, time 16.51ms, mfu 0.29%
iter 1475: loss 2.0968, time 20.71ms, mfu 0.29%
iter 1480: loss 2.0853, time 23.64ms, mfu 0.28%
iter 1485: loss 2.0346, time 17.75ms, mfu 0.29%
iter 1490: loss 2.0599, time 16.61ms, mfu 0.29%
iter 1495: loss 2.1072, time 16.78ms, mfu 0.29%
step 1500: train loss 1.9761, val loss 2.0410
saving checkpoint to out/block_size128_n_layer6_n_head8_n_embd128_batch_size16_max_iters2000_dropout0.1
iter 1500: loss 2.0221, time 368.08ms, mfu 0.27%
iter 1505: loss 2.0696, time 16.08ms, mfu 0.27%
iter 1510: loss 2.0617, time 15.88ms, mfu 0.28%
iter 1515: loss 2.0800, time 16.63ms, mfu 0.29%
iter 1520: loss 2.0370, time 15.95ms, mfu 0.29%
iter 1525: loss 2.0446, time 16.92ms, mfu 0.29%
iter 1530: loss 2.0308, time 16.25ms, mfu 0.30%
iter 1535: loss 2.0380, time 16.12ms, mfu 0.30%
iter 1540: loss 2.0017, time 18.48ms, mfu 0.30%
iter 1545: loss 2.0053, time 16.66ms, mfu 0.30%
iter 1550: loss 2.0290, time 16.54ms, mfu 0.31%
iter 1555: loss 2.0521, time 16.57ms, mfu 0.31%
iter 1560: loss 2.0191, time 15.95ms, mfu 0.31%
iter 1565: loss 2.0328, time 17.48ms, mfu 0.31%
iter 1570: loss 2.0026, time 16.68ms, mfu 0.31%
iter 1575: loss 2.0574, time 16.18ms, mfu 0.32%
iter 1580: loss 1.9456, time 16.10ms, mfu 0.32%
iter 1585: loss 2.0457, time 17.20ms, mfu 0.32%
iter 1590: loss 2.0338, time 16.13ms, mfu 0.32%
iter 1595: loss 2.0482, time 16.09ms, mfu 0.32%
iter 1600: loss 2.0396, time 16.00ms, mfu 0.32%
iter 1605: loss 2.0576, time 18.61ms, mfu 0.32%
iter 1610: loss 2.0775, time 16.06ms, mfu 0.32%
iter 1615: loss 2.0131, time 16.31ms, mfu 0.32%
iter 1620: loss 2.0479, time 17.00ms, mfu 0.32%
iter 1625: loss 2.1197, time 16.47ms, mfu 0.32%
iter 1630: loss 2.0779, time 16.56ms, mfu 0.33%
iter 1635: loss 2.1128, time 18.15ms, mfu 0.32%
iter 1640: loss 2.0111, time 17.66ms, mfu 0.32%
iter 1645: loss 2.0400, time 16.68ms, mfu 0.32%
iter 1650: loss 1.9797, time 16.82ms, mfu 0.32%
iter 1655: loss 1.9997, time 16.42ms, mfu 0.32%
iter 1660: loss 2.0392, time 16.84ms, mfu 0.32%
iter 1665: loss 1.9893, time 16.11ms, mfu 0.32%
iter 1670: loss 1.9944, time 18.56ms, mfu 0.32%
iter 1675: loss 2.0569, time 16.43ms, mfu 0.32%
iter 1680: loss 2.0071, time 20.46ms, mfu 0.32%
iter 1685: loss 2.0597, time 18.44ms, mfu 0.32%
iter 1690: loss 2.0146, time 16.68ms, mfu 0.32%
iter 1695: loss 2.0186, time 30.04ms, mfu 0.30%
iter 1700: loss 2.0952, time 17.04ms, mfu 0.30%
iter 1705: loss 2.0623, time 18.76ms, mfu 0.30%
iter 1710: loss 2.0331, time 16.62ms, mfu 0.31%
iter 1715: loss 2.0361, time 16.48ms, mfu 0.31%
iter 1720: loss 2.0877, time 22.81ms, mfu 0.30%
iter 1725: loss 2.0037, time 17.17ms, mfu 0.30%
iter 1730: loss 2.0555, time 19.50ms, mfu 0.30%
iter 1735: loss 2.0911, time 18.13ms, mfu 0.30%
iter 1740: loss 1.9248, time 17.24ms, mfu 0.30%
iter 1745: loss 1.9451, time 20.53ms, mfu 0.30%
step 1750: train loss 1.9604, val loss 2.0022
saving checkpoint to out/block_size128_n_layer6_n_head8_n_embd128_batch_size16_max_iters2000_dropout0.1
iter 1750: loss 1.9601, time 359.21ms, mfu 0.27%
iter 1755: loss 2.0708, time 16.78ms, mfu 0.28%
iter 1760: loss 2.0372, time 16.72ms, mfu 0.28%
iter 1765: loss 2.0033, time 15.90ms, mfu 0.29%
iter 1770: loss 2.0026, time 17.67ms, mfu 0.29%
iter 1775: loss 2.0913, time 15.83ms, mfu 0.29%
iter 1780: loss 2.0138, time 15.64ms, mfu 0.30%
iter 1785: loss 1.9873, time 17.06ms, mfu 0.30%
iter 1790: loss 2.0882, time 16.66ms, mfu 0.30%
iter 1795: loss 2.0671, time 16.38ms, mfu 0.31%
iter 1800: loss 2.0721, time 15.90ms, mfu 0.31%
iter 1805: loss 2.0450, time 15.79ms, mfu 0.31%
iter 1810: loss 2.0641, time 17.80ms, mfu 0.31%
iter 1815: loss 2.0402, time 16.34ms, mfu 0.32%
iter 1820: loss 2.0068, time 17.25ms, mfu 0.32%
iter 1825: loss 2.0116, time 15.72ms, mfu 0.32%
iter 1830: loss 2.0403, time 15.60ms, mfu 0.32%
iter 1835: loss 2.0383, time 17.20ms, mfu 0.32%
iter 1840: loss 1.9716, time 19.32ms, mfu 0.32%
iter 1845: loss 1.9863, time 16.63ms, mfu 0.32%
iter 1850: loss 2.0273, time 24.21ms, mfu 0.31%
iter 1855: loss 2.0364, time 22.84ms, mfu 0.30%
iter 1860: loss 2.0468, time 23.57ms, mfu 0.30%
iter 1865: loss 1.9845, time 23.42ms, mfu 0.29%
iter 1870: loss 1.9338, time 21.60ms, mfu 0.29%
iter 1875: loss 1.9755, time 26.00ms, mfu 0.28%
iter 1880: loss 2.0299, time 25.58ms, mfu 0.27%
iter 1885: loss 2.0455, time 20.84ms, mfu 0.27%
iter 1890: loss 2.0175, time 20.65ms, mfu 0.27%
iter 1895: loss 1.9858, time 20.32ms, mfu 0.27%
iter 1900: loss 1.9764, time 20.33ms, mfu 0.27%
iter 1905: loss 1.9753, time 22.33ms, mfu 0.27%
iter 1910: loss 2.0376, time 24.22ms, mfu 0.26%
iter 1915: loss 1.9540, time 21.44ms, mfu 0.26%
iter 1920: loss 1.9887, time 21.66ms, mfu 0.26%
iter 1925: loss 2.0072, time 24.38ms, mfu 0.26%
iter 1930: loss 2.0166, time 21.59ms, mfu 0.26%
iter 1935: loss 1.9746, time 20.96ms, mfu 0.26%
iter 1940: loss 2.0262, time 27.58ms, mfu 0.25%
iter 1945: loss 1.9448, time 24.15ms, mfu 0.25%
iter 1950: loss 1.9731, time 22.93ms, mfu 0.25%
iter 1955: loss 1.9385, time 21.37ms, mfu 0.25%
iter 1960: loss 1.9843, time 26.94ms, mfu 0.24%
iter 1965: loss 1.9866, time 26.08ms, mfu 0.24%
iter 1970: loss 2.0094, time 24.64ms, mfu 0.24%
iter 1975: loss 2.0026, time 25.34ms, mfu 0.24%
iter 1980: loss 1.9841, time 28.39ms, mfu 0.23%
iter 1985: loss 1.9620, time 16.37ms, mfu 0.24%
iter 1990: loss 1.9832, time 16.75ms, mfu 0.25%
iter 1995: loss 1.9758, time 19.09ms, mfu 0.25%
step 2000: train loss 1.9257, val loss 1.9938
saving checkpoint to out/block_size128_n_layer6_n_head8_n_embd128_batch_size16_max_iters2000_dropout0.1
iter 2000: loss 1.9893, time 378.46ms, mfu 0.23%
wandb: 
wandb: 🚀 View run run_block_size128_n_layer6_n_head8_n_embd128_batch_size16_max_iters2000_dropout0.1 at: 
wandb: Find logs at: wandb/run-20251024_005443-3te41fbn/logs
Overriding config with config/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

Overriding: compile = False
Overriding: eval_iters = 20
Overriding: log_interval = 5
Overriding: device = cuda
Overriding: lr_decay_iters = 1000
Overriding: block_size = 128
Overriding: n_layer = 6
Overriding: n_head = 8
Overriding: n_embd = 128
Overriding: batch_size = 16
Overriding: max_iters = 2000
Overriding: dropout = 0.2
Overriding: out_dir = out/block_size128_n_layer6_n_head8_n_embd128_batch_size16_max_iters2000_dropout0.2
Overriding: wandb_log = True
Overriding: wandb_project = owt
Overriding: wandb_run_name = run_block_size128_n_layer6_n_head8_n_embd128_batch_size16_max_iters2000_dropout0.2
tokens per iteration will be: 2,048
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 1.19M
/content/nanoGPT/nanoGPT/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
num decayed parameter tensors: 26, with 1,204,352 parameters
num non-decayed parameter tensors: 13, with 1,664 parameters
using fused AdamW: True
wandb: Currently logged in as: cjackson692 (cjackson692-university-of-north-texas) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: ⢿ Waiting for wandb.init()...
wandb: ⣻ Waiting for wandb.init()...
wandb: Tracking run with wandb version 0.22.2
wandb: Run data is saved locally in /content/nanoGPT/nanoGPT/wandb/run-20251024_005536-28wzbxkh
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run run_block_size128_n_layer6_n_head8_n_embd128_batch_size16_max_iters2000_dropout0.2
wandb: ⭐️ View project at https://wandb.ai/cjackson692-university-of-north-texas/owt
wandb: 🚀 View run at https://wandb.ai/cjackson692-university-of-north-texas/owt/runs/28wzbxkh
step 0: train loss 4.1954, val loss 4.1906
iter 0: loss 4.1957, time 882.07ms, mfu -100.00%
iter 5: loss 3.9899, time 16.34ms, mfu 0.33%
iter 10: loss 3.7746, time 18.15ms, mfu 0.33%
iter 15: loss 3.6939, time 17.56ms, mfu 0.33%
iter 20: loss 3.5557, time 16.44ms, mfu 0.33%
iter 25: loss 3.3984, time 16.09ms, mfu 0.33%
iter 30: loss 3.2589, time 17.21ms, mfu 0.33%
iter 35: loss 3.2017, time 16.17ms, mfu 0.33%
iter 40: loss 3.0624, time 16.33ms, mfu 0.33%
iter 45: loss 2.9666, time 16.36ms, mfu 0.33%
iter 50: loss 2.8813, time 16.08ms, mfu 0.33%
iter 55: loss 2.8100, time 19.24ms, mfu 0.33%
iter 60: loss 2.7808, time 16.50ms, mfu 0.33%
iter 65: loss 2.7650, time 16.51ms, mfu 0.33%
iter 70: loss 2.6759, time 28.18ms, mfu 0.31%
iter 75: loss 2.6793, time 23.02ms, mfu 0.31%
iter 80: loss 2.6569, time 23.53ms, mfu 0.30%
iter 85: loss 2.6330, time 20.84ms, mfu 0.30%
iter 90: loss 2.6998, time 21.47ms, mfu 0.29%
iter 95: loss 2.6538, time 21.56ms, mfu 0.29%
iter 100: loss 2.6526, time 21.85ms, mfu 0.28%
iter 105: loss 2.6214, time 22.87ms, mfu 0.28%
iter 110: loss 2.5723, time 22.18ms, mfu 0.28%
iter 115: loss 2.6407, time 21.88ms, mfu 0.27%
iter 120: loss 2.5180, time 22.70ms, mfu 0.27%
iter 125: loss 2.5521, time 20.34ms, mfu 0.27%
iter 130: loss 2.5774, time 21.07ms, mfu 0.27%
iter 135: loss 2.5836, time 21.36ms, mfu 0.27%
iter 140: loss 2.5543, time 22.69ms, mfu 0.26%
iter 145: loss 2.5737, time 20.28ms, mfu 0.27%
iter 150: loss 2.5297, time 21.26ms, mfu 0.26%
iter 155: loss 2.5419, time 20.55ms, mfu 0.26%
iter 160: loss 2.5220, time 34.94ms, mfu 0.25%
iter 165: loss 2.5632, time 21.76ms, mfu 0.25%
iter 170: loss 2.5178, time 24.58ms, mfu 0.25%
iter 175: loss 2.5769, time 22.72ms, mfu 0.25%
iter 180: loss 2.5041, time 30.35ms, mfu 0.24%
iter 185: loss 2.4812, time 24.76ms, mfu 0.24%
iter 190: loss 2.4552, time 50.69ms, mfu 0.23%
iter 195: loss 2.5032, time 37.94ms, mfu 0.22%
iter 200: loss 2.5151, time 32.66ms, mfu 0.21%
iter 205: loss 2.5257, time 26.61ms, mfu 0.21%
iter 210: loss 2.4652, time 16.77ms, mfu 0.22%
iter 215: loss 2.4535, time 16.19ms, mfu 0.24%
iter 220: loss 2.5153, time 16.16ms, mfu 0.25%
iter 225: loss 2.4888, time 15.94ms, mfu 0.26%
iter 230: loss 2.4517, time 15.83ms, mfu 0.26%
iter 235: loss 2.4672, time 15.89ms, mfu 0.27%
iter 240: loss 2.4578, time 16.49ms, mfu 0.28%
iter 245: loss 2.5068, time 16.35ms, mfu 0.28%
step 250: train loss 2.4607, val loss 2.4492
saving checkpoint to out/block_size128_n_layer6_n_head8_n_embd128_batch_size16_max_iters2000_dropout0.2
iter 250: loss 2.4610, time 358.77ms, mfu 0.26%
iter 255: loss 2.5027, time 17.49ms, mfu 0.26%
iter 260: loss 2.4991, time 16.89ms, mfu 0.27%
iter 265: loss 2.4312, time 16.38ms, mfu 0.27%
iter 270: loss 2.4967, time 17.32ms, mfu 0.28%
iter 275: loss 2.4738, time 16.69ms, mfu 0.28%
iter 280: loss 2.4461, time 18.03ms, mfu 0.29%
